"travis_id";"ght_id";"watchers";"slug";"lang";"created_at";"last_build_finished_at";"order";"project_found";"log_found";"travis_present";"first_t_commit";"last_t_commit";"active";"last_build_duration";"yml_contribs";"yml_commits";"job_count";"repo_id";"build_id";"last_build";"commits";"contribs";"last_commit";"build_count";"first_build";"yml_deleted";"travis_abandoned";"builds_period";"travis_period";"pushes";"PRs";"project_age";"abandoned";"commit_time_after_last_build";"abandoned_and_alive"
3895585;15887848;350;"RustDT/RustDT";"Java";2015-02-03;"2017-03-21";8907;1;1;1;"2014-07-03";"2016-04-18";1;254;1;9;1;3895585;213485343;2017-08-03;2064;9;2017-03-21;418;2015-02-13;0;0;902;655;354;64;1134;0;-135;FALSE
3899314;15913310;5;"dansackett/computer-science";"Go";2015-02-04;"2015-11-08";102204;1;1;0;"2015-02-04";"2015-11-07";0;6;1;2;1;3899314;89890956;2015-11-08;71;1;2016-07-05;14;2015-02-05;1;1;276;276;14;0;1133;1;240;TRUE
3900006;15952671;186;"jeffkibuule/JSKTimerView";"Objective-C";2015-02-05;"2015-02-27";14427;1;1;1;"2015-02-04";"2015-02-04";1;62;1;4;1;3900006;52377807;2015-02-27;38;1;2015-02-26;29;2015-02-05;0;0;22;0;28;1;1132;0;-1;FALSE
3900058;13465437;1;"johnhof/IceBuddy";"JavaScript";2014-11-19;"2015-02-21";177387;1;1;0;"2015-02-07";"2015-02-21";1;134;2;2;3;3900058;51651434;2015-02-21;408;2;2015-04-07;40;2015-02-07;1;1;14;14;20;20;1210;0;45;FALSE
3900510;15899213;17;"PavelDemyanenko/gulp-parker";"CSS";2015-02-03;"2016-03-29";58087;1;1;1;"2015-02-05";"2015-02-05";1;36;1;1;1;3900510;119185434;2016-03-29;34;3;2015-09-17;33;2015-02-05;0;0;418;0;28;5;1134;0;-194;FALSE
3902137;15949442;24;"comtel2000/jfxvnc";"Java";2015-02-05;"2017-05-02";48940;1;1;1;"2015-02-17";"2015-02-17";1;81;1;1;1;3902137;228022829;2017-05-02;48;4;2017-05-02;36;2015-02-20;0;0;802;0;36;0;1132;0;0;FALSE
3902960;15927922;5;"choccybiccy/humanapi";"PHP";2015-02-04;"2015-10-13";102208;1;1;1;"2015-02-27";"2015-05-26";1;59;1;4;2;3902960;85227204;2015-10-13;59;2;2015-10-13;49;2015-02-07;0;0;248;88;48;1;1133;0;0;FALSE
3905781;15839575;1;"juanmav/ows.js";"JavaScript";2015-02-02;"2015-11-12";187578;1;1;1;"2015-02-01";"2015-02-01";1;29;1;1;1;3905781;90761967;2015-11-12;88;6;2015-11-10;64;2015-03-20;0;0;237;0;63;1;1135;0;-2;FALSE
3906482;16129425;4;"mapbox/trizilla";"JavaScript";2015-02-05;"2016-12-22";112499;1;1;1;"2015-02-24";"2015-03-02";1;73;1;3;1;3906482;185949559;2016-12-22;207;4;2015-03-13;119;2015-02-24;0;0;667;6;77;42;1132;0;-650;FALSE
3906695;15970751;11;"DavidBadura/Taskwarrior";"PHP";2015-02-05;"2016-07-13";71562;1;1;1;"2015-02-05";"2016-07-13";1;1715;2;46;12;3906695;144382760;2016-07-13;156;4;2016-07-13;192;2015-02-05;0;0;524;524;168;24;1132;0;0;FALSE
3908432;14993006;1;"jrummell/facebooksteamachievements";"C#";2015-01-11;"2015-02-10";186225;1;1;0;"2015-02-05";"2015-02-17";0;91;2;2;1;3908432;50144150;2015-02-10;483;3;2017-04-24;4;2015-02-06;1;1;4;12;4;0;1157;1;804;TRUE
3909165;15991912;2;"vertical-knowledge/ripozo-cassandra";"Python";2015-02-05;"2016-02-25";148267;1;1;1;"2015-03-12";"2015-11-22";1;1863;1;16;6;3909165;111773488;2016-02-25;40;3;2016-02-25;32;2015-03-12;0;0;350;255;32;0;1132;0;0;FALSE
3909399;9410302;2;"sylvainhalle/Bullwinkle";"Java";2014-03-26;"2017-02-28";139762;1;1;1;"2016-12-18";"2016-12-18";1;107;1;3;1;3909399;206243991;2017-02-28;88;2;2017-02-28;49;2015-02-06;0;0;753;0;47;2;1448;0;0;FALSE
3909485;15915734;121;"red-eclipse/base";"C";2015-02-04;"2015-02-08";19435;1;1;0;"2015-02-07";"2015-02-09";0;458;1;6;1;3909485;49942257;2015-02-08;2450;33;2017-06-01;8;2015-02-07;1;1;1;2;5;3;1133;1;844;TRUE
3909642;15949963;89;"benbalter/word_diff";"Ruby";2015-02-05;"2015-09-09";23701;1;1;1;"2015-02-05";"2015-02-05";1;148;1;2;1;3909642;79560186;2015-09-09;45;4;2015-09-09;21;2015-02-06;0;0;215;0;18;3;1132;0;0;FALSE
3909754;15992601;1;"psirenny/compose.io";"JavaScript";2015-02-06;"2017-05-15";187842;1;1;1;"2015-02-05";"2015-02-05";1;110;1;1;2;3909754;232491510;2017-05-15;10;4;2017-05-09;11;2015-02-06;0;0;829;0;6;5;1131;0;-6;FALSE
3909823;15691766;3;"codes-achievement/codes-achievement-idea-plugin";"Java";2015-01-29;"2015-02-10";126600;1;1;1;"2015-02-07";"2015-02-07";0;3;1;1;1;3909823;50139973;2015-02-10;23;1;2015-03-15;5;2015-02-07;0;1;3;0;5;0;1139;1;33;TRUE
3910000;14819511;29;"CodyJung/connectiq-apps";"Shell";2015-01-07;"2016-08-14";44327;1;1;1;"2015-02-05";"2015-05-19";1;33;1;12;1;3910000;152224093;2016-08-14;48;1;2016-08-14;32;2015-02-06;0;0;555;103;32;0;1161;0;0;FALSE
3910035;16066947;5;"opendevshop/devmaster";"PHP";2015-02-05;"2017-05-31";102250;1;1;1;"2014-09-20";"2017-04-21";1;863;2;89;2;3910035;238100497;2017-05-31;4705;23;2017-05-31;1475;2015-02-07;0;0;844;944;947;528;1132;0;0;FALSE
3911356;16002593;1;"hugovk/inXwords";"Python";2015-02-06;"2016-07-01";187855;1;1;1;"2015-02-06";"2016-07-01";1;334;1;5;8;3911356;141561984;2016-07-01;20;3;2016-07-01;15;2015-02-06;0;0;511;511;15;0;1131;0;0;FALSE
3911857;16014456;4;"jidn/flask-resteasy";"Python";2015-02-06;"2016-08-11";112449;1;1;1;"2015-03-14";"2015-03-15";1;96;1;2;3;3911857;151406480;2016-08-11;54;1;2016-08-10;33;2015-02-06;0;0;552;1;33;0;1131;0;-1;FALSE
3911993;15964861;20;"piyasde/minimalweb";"JavaScript";2015-02-05;"2017-04-04";53616;1;1;1;"2015-02-06";"2015-02-07";1;79;1;11;2;3911993;218288999;2017-04-04;159;2;2017-04-04;88;2015-02-06;0;0;788;1;88;0;1132;0;0;FALSE
3912289;15971720;2;"jasonsjones/set-data-structure";"JavaScript";2015-02-05;"2015-12-29";148254;1;1;1;"2015-02-19";"2015-02-19";0;22;1;1;1;3912289;99337070;2015-12-29;37;2;2016-01-29;5;2015-02-20;0;1;312;0;5;0;1132;1;31;TRUE
3912587;15991266;5;"iPublikuj/flash-messages";"PHP";2015-02-05;"2017-04-12";102226;1;1;1;"2015-02-07";"2016-12-10";1;296;2;19;2;3912587;221280360;2017-04-12;66;3;2017-04-12;67;2015-02-07;0;0;795;672;64;3;1132;0;0;FALSE
3914019;15980973;5;"joebandenburg/libaxolotl-crypto-web";"JavaScript";2015-02-05;"2015-12-30";102224;1;1;1;"2015-02-05";"2015-02-05";1;34;1;1;1;3914019;99412245;2015-12-30;7;2;2015-12-30;6;2015-02-06;0;0;327;0;5;1;1132;0;0;FALSE
3914315;16373174;1;"pyoceans/utilities";"Python";2015-02-06;"2016-06-28";188509;1;1;1;"2015-03-04";"2016-06-27";1;736;1;8;3;3914315;140832460;2016-06-28;212;2;2016-06-28;221;2015-03-04;0;0;482;481;90;131;1131;0;0;FALSE
3914530;12586129;6;"ArcticEcho/ChatExchange.Net";"C#";2014-10-12;"2015-07-08";93175;1;1;0;"2015-02-07";"2015-07-08";0;63;1;12;1;3914530;70044555;2015-07-08;277;4;2017-03-17;85;2015-02-07;1;1;151;151;83;2;1248;1;618;TRUE
3914536;13705627;3;"ArcticEcho/Wav.Net";"C#";2014-12-02;"2015-06-22";124309;1;1;0;"2015-02-07";"2015-07-08";0;67;1;3;1;3914536;67839584;2015-06-22;70;2;2016-05-16;53;2015-02-07;1;1;135;151;50;3;1197;1;329;TRUE
3914726;18317482;1;"nlamirault/go-scaleway";"Go";2015-02-06;"2015-06-03";191765;1;1;1;"2015-02-10";"2015-08-26";0;27;1;8;1;3914726;65231315;2015-06-03;106;3;2015-10-19;85;2015-02-10;0;1;113;197;77;8;1131;1;138;TRUE
3916008;15981529;47;"pofider/node-simple-odata-server";"JavaScript";2015-02-05;"2017-03-21";34325;1;1;1;"2015-02-26";"2015-09-24";1;182;1;2;3;3916008;213493120;2017-03-21;72;10;2017-03-21;77;2015-02-26;0;0;754;210;57;20;1132;0;0;FALSE
3917589;16034623;1;"j-/ember-cli-array-sequence";"JavaScript";2015-02-06;"2015-06-01";187904;1;1;1;"2015-02-07";"2015-02-07";1;42;1;1;1;3917589;65001057;2015-06-01;21;4;2015-06-02;11;2015-02-07;0;0;114;0;10;1;1131;0;1;FALSE
3918973;16040818;1;"davidgwking/pretty-units";"JavaScript";2015-02-07;"2016-04-01";187911;1;1;1;"2015-02-06";"2016-03-31";1;197;2;2;4;3918973;119974226;2016-04-01;9;1;2016-03-31;8;2015-02-07;0;0;419;419;6;2;1130;0;-1;FALSE
3920255;4930305;2;"mpenkov/crackingthecodinginterview";"Python";2015-01-19;"2015-04-20";136121;1;1;1;"2015-02-07";"2015-02-09";1;19;1;2;1;3920255;59202514;2015-04-20;70;1;2015-04-20;19;2015-02-07;0;0;72;2;19;0;1149;0;0;FALSE
3920291;16015956;5;"mondora/mondora-versioned-collection";"JavaScript";2015-02-06;"2015-03-24";102231;1;1;1;"2015-02-07";"2015-02-07";1;76;1;1;1;3920291;55600021;2015-03-24;31;2;2015-03-24;34;2015-02-07;0;0;45;0;33;1;1131;0;0;FALSE
3920751;16045886;1;"jujaga/e2everest";"Java";2014-11-27;"2016-09-16";187924;1;1;1;"2014-12-11";"2015-02-26";1;572;1;7;1;3920751;160329446;2016-09-16;171;1;2015-11-26;154;2015-02-07;0;0;587;77;154;0;1202;0;-295;FALSE
3920811;15921685;19;"ryan-codingintrigue/Contentful.NET";"C#";2015-02-04;"2015-02-28";54997;1;1;1;"2015-02-07";"2015-02-07";0;123;1;2;1;3920811;52520345;2015-02-28;42;4;2017-01-12;15;2015-02-07;0;1;21;0;15;0;1133;1;684;TRUE
3921626;16044676;2;"bacosmin/object_event_notifier";"Ruby";2015-02-07;"2015-07-23";148311;1;1;1;"2015-02-12";"2015-02-12";1;23;1;1;1;3921626;72242458;2015-07-23;24;4;2015-07-23;39;2015-02-07;0;0;166;0;32;7;1130;0;0;FALSE
3922791;16054494;4;"mafintosh/level-enumerate";"JavaScript";2015-02-07;"2015-02-19";112466;1;1;1;"2015-02-07";"2015-02-07";1;15;1;1;1;3922791;51315664;2015-02-19;10;2;2015-02-19;4;2015-02-07;0;0;12;0;3;1;1130;0;0;FALSE
3924500;20307043;7;"nodejs/nodejs-ru";"HTML";2015-02-07;"2015-08-28";88147;1;1;1;"2015-03-10";"2015-03-10";1;30;1;1;1;3924500;77753342;2015-08-28;138;13;2016-12-13;28;2015-03-10;0;0;171;0;2;26;1130;0;473;FALSE
3926760;16067839;8;"jsgoupil/quickbooks-sync";"C#";2015-02-08;"2016-02-06";83017;1;1;1;"2015-02-07";"2015-02-10";1;87;1;3;1;3926760;107383913;2016-02-06;79;3;2016-02-05;62;2015-02-08;0;0;363;3;51;11;1129;0;-1;FALSE
3933903;16105125;1;"shadowbq/logflume";"Ruby";2015-02-09;"2015-04-02";188030;1;1;1;"2015-02-08";"2015-02-09";1;157;1;3;3;3933903;56957680;2015-04-02;22;1;2015-04-02;27;2015-02-09;0;0;52;1;27;0;1128;0;0;FALSE
3936594;16120546;5;"WGBH/django-textplusstuff";"Python";2015-02-09;"2016-03-29";102271;1;1;1;"2015-02-06";"2016-03-29";1;2263;1;15;39;3936594;119269607;2016-03-29;116;1;2016-03-29;67;2015-02-09;0;0;414;417;67;0;1128;0;0;FALSE
3937272;15121892;1;"wbrefvem/corkboard";"JavaScript";2015-01-13;"2015-04-17";186406;1;1;1;"2015-03-16";"2015-04-17";0;48;1;8;1;3937272;58924677;2015-04-17;66;2;2016-01-13;20;2015-03-16;0;1;32;32;20;0;1155;1;271;TRUE
3937480;16129427;5;"defsprite/elefant";"CSS";2015-02-04;"2016-02-17";102273;1;1;1;"2015-02-09";"2015-08-20";1;138;2;4;4;3937480;109845734;2016-02-17;34;2;2016-02-17;25;2015-02-09;0;0;373;192;25;0;1133;0;0;FALSE
3938081;16134901;1;"ombucore/drupal-ombudemo";"PHP";2014-04-07;"2016-03-14";188087;1;1;1;"2015-02-09";"2016-01-29";1;246;1;19;1;3938081;115936498;2016-03-14;533;6;2016-02-01;265;2015-02-10;0;0;398;354;265;0;1436;0;-42;FALSE
3938250;16127277;5;"mulesoft-labs/raml-object-standard";"JavaScript";2015-02-09;"2015-08-10";102272;1;1;1;"2015-02-10";"2015-02-10";1;39;1;1;1;3938250;74950823;2015-08-10;26;1;2015-08-10;14;2015-02-11;0;0;180;0;14;0;1128;0;0;FALSE
3938546;16085723;5596;"gizak/termui";"Go";2015-02-03;"2017-05-27";485;1;1;1;"2015-03-20";"2015-03-20";1;105;1;2;1;3938546;236640238;2017-05-27;235;34;2017-05-02;184;2015-03-20;0;0;799;0;108;76;1134;0;-25;FALSE
3938604;9688107;7;"forge/netbeans-plugin";"Java";2015-02-09;"2015-04-15";86444;1;1;1;"2015-03-29";"2015-03-29";0;43;1;1;1;3938604;58624365;2015-04-15;217;2;2017-03-08;5;2015-03-29;0;1;17;0;5;0;1128;1;693;TRUE
3940351;16148725;4;"johnwlockwood/cooperative";"Python";2015-02-10;"2015-04-11";112509;1;1;1;"2015-02-09";"2015-02-09";1;18;1;2;1;3940351;58047287;2015-04-11;47;2;2015-04-10;64;2015-02-10;0;0;60;0;45;19;1127;0;-1;FALSE
3941154;16152488;7;"ufal/microrestd";"C++";2015-02-10;"2017-03-03";88160;1;1;1;"2015-02-09";"2017-02-20";1;449;2;12;6;3941154;207298642;2017-03-03;143;1;2017-02-20;72;2015-02-10;0;0;752;742;72;0;1127;0;-11;FALSE
3941742;16126399;11;"asatour/jquery-domPath";"JavaScript";2015-02-08;"2015-02-12";71571;1;1;1;"2015-02-10";"2015-02-10";1;29;1;3;1;3941742;50479840;2015-02-12;36;4;2015-02-12;22;2015-02-10;0;0;2;0;19;3;1129;0;0;FALSE
3943336;806721;23;"rowland/activerecord-fb-adapter";"Ruby";2012-05-11;"2016-10-09";49305;1;1;1;"2015-02-11";"2015-02-16";1;1275;2;3;12;3943336;166211666;2016-10-09;167;9;2016-04-28;26;2015-02-13;0;0;604;5;15;11;2132;0;-164;FALSE
3944044;4328322;314;"pmed/v8pp";"C++";2013-06-26;"2017-03-13";9727;1;1;1;"2015-02-10";"2016-09-30";1;241;1;6;6;3944044;210508210;2017-03-13;236;9;2017-03-13;154;2015-02-10;0;0;762;598;132;22;1721;0;0;FALSE
3944879;16169285;14;"mlocati/cldr-to-gettext-plural-rules";"PHP";2015-02-10;"2017-03-23";63971;1;1;1;"2015-02-10";"2017-03-23";1;533;1;6;8;3944879;214331258;2017-03-23;110;2;2017-03-23;87;2015-02-10;0;0;772;772;69;18;1127;0;0;FALSE
3947827;16142943;34;"algesten/trifl";"JavaScript";2015-02-10;"2016-08-24";40822;1;1;1;"2015-02-14";"2015-12-19";0;79;1;3;2;3947827;154655228;2016-08-24;150;2;2017-03-19;46;2015-02-14;0;1;557;308;46;0;1127;1;207;TRUE
3948351;16191865;3;"reliefweb/reliefweb.js";"JavaScript";2014-01-24;"2015-03-30";126874;1;1;1;"2015-02-10";"2015-02-10";1;24;1;1;2;3948351;56488962;2015-03-30;70;5;2015-03-30;11;2015-02-11;0;0;47;0;10;1;1509;0;0;FALSE
3948490;7729304;17;"commonform/commonform.org";"JavaScript";2015-02-11;"2017-04-13";57451;1;1;1;"2016-06-26";"2016-09-03";1;123;1;4;1;3948490;221596963;2017-04-13;637;1;2016-09-16;396;2015-02-22;0;0;781;69;396;0;1126;0;-209;FALSE
3949537;16185474;36;"datacenter/cobra";"Python";2015-02-11;"2015-02-25";39619;1;1;0;"2015-02-21";"2015-03-03";0;40;2;5;1;3949537;52092572;2015-02-25;261;11;2017-05-30;23;2015-02-22;1;1;3;10;18;5;1126;1;825;TRUE
3951372;16194051;2;"sensu-plugins/sensu-plugins-memcached";"Ruby";2015-02-11;"2017-05-15";148436;1;1;1;"2015-03-01";"2017-05-14";1;408;4;6;5;3951372;232283580;2017-05-15;42;8;2017-05-14;50;2015-03-02;0;0;805;805;48;2;1126;0;-1;FALSE
3951397;16196657;7;"sensu-plugins/sensu-plugins-haproxy";"Ruby";2015-02-11;"2017-01-31";88168;1;1;1;"2015-03-02";"2016-12-08";1;203;2;5;4;3951397;196849125;2017-01-31;87;16;2017-01-30;101;2015-03-02;0;0;701;647;67;34;1126;0;-1;FALSE
3952430;12782530;2;"emmanuelgautier/node-rest-webservice";"JavaScript";2014-10-21;"2015-04-29";143288;1;1;1;"2015-04-12";"2015-04-28";0;140;1;2;4;3952430;60530711;2015-04-29;68;1;2017-01-11;17;2015-03-03;0;1;57;16;17;0;1239;1;623;TRUE
3952454;16209509;7;"verisign/storm-bolt-of-death";"Shell";2015-02-11;"2015-10-15";88173;1;1;1;"2015-02-11";"2015-02-11";1;97;1;1;2;3952454;85619784;2015-10-15;7;1;2015-03-16;7;2015-02-11;0;0;246;0;6;1;1126;0;-213;FALSE
3952481;16203189;5;"neurospin/capsul";"Python";2015-02-11;"2017-05-05";102292;1;1;1;"2015-02-11";"2016-11-22";1;640;3;36;3;3952481;229186710;2017-05-05;1244;12;2017-05-05;432;2015-02-13;0;0;812;650;292;140;1126;0;0;FALSE
3952489;16210935;1;"unchartedcode/describe-models";"JavaScript";2015-02-11;"2017-05-30";188214;1;1;1;"2015-02-11";"2016-06-07";1;1716;2;2;5;3952489;237361328;2017-05-30;57;4;2017-04-04;44;2015-02-11;0;0;839;482;43;1;1126;0;-56;FALSE
3952548;16208955;3;"tomstuart/rubyforge-redirects";"Ruby";2015-02-11;"2015-02-12";126882;1;1;1;"2015-02-11";"2015-02-11";1;96;1;2;1;3952548;50492570;2015-02-12;29;2;2015-02-12;16;2015-02-11;0;0;1;0;12;4;1126;0;0;FALSE
3953114;16204654;1;"ministryofjustice/vis";"Python";2015-02-11;"2015-03-18";188203;1;1;0;"2015-03-04";"2015-03-18";0;3;2;5;1;3953114;54907348;2015-03-18;626;6;2015-08-28;148;2015-03-04;1;1;14;14;96;52;1126;1;163;TRUE
3953751;22067842;5;"innstereo/innstereo";"Python";2015-02-07;"2015-07-05";102248;1;1;1;"2015-02-11";"2015-02-20";0;191;1;5;2;3953751;69656488;2015-07-05;378;8;2016-09-09;191;2015-02-11;0;1;144;9;190;1;1130;1;432;TRUE
3954834;16218286;12;"barnybug/gohome";"Go";2015-02-11;"2017-06-14";68862;1;1;1;"2015-02-11";"2017-05-03";1;459;1;11;2;3954834;242958924;2017-06-14;311;1;2017-05-29;245;2015-02-11;0;0;854;812;243;2;1126;0;-16;FALSE
3955448;16230178;9;"mapbox/mapbox-gl-function";"JavaScript";2015-02-12;"2016-12-21";78698;1;1;0;"2015-02-11";"2016-12-21";0;21;2;3;1;3955448;185854971;2016-12-21;70;6;2017-01-31;175;2015-02-12;1;1;678;679;114;61;1125;1;41;TRUE
3955579;16210958;4;"rstacruz/ministache";"JavaScript";2015-02-11;"2015-03-13";112535;1;1;1;"2015-02-12";"2015-02-12";1;9;1;1;1;3955579;54213669;2015-03-13;26;1;2015-03-13;10;2015-02-12;0;0;29;0;10;0;1126;0;0;FALSE
3955775;15598700;1;"findstr/json_parser";"C";2015-01-27;"2016-12-27";187178;1;1;1;"2015-02-12";"2015-02-12";1;23;1;3;1;3955775;186913558;2016-12-27;21;1;2016-12-27;11;2015-02-12;0;0;684;0;11;0;1141;0;0;FALSE
3956288;10186282;3;"thatarchguy/KevinLawDotInfo";"HTML";2015-02-12;"2016-08-01";121939;1;1;1;"2015-02-11";"2016-01-05";1;41;1;5;1;3956288;149016081;2016-08-01;53;2;2016-08-01;29;2015-02-12;0;0;536;328;29;0;1125;0;0;FALSE
3956748;16184645;1;"jkschneider/tinkerpop-mapdb";"Java";2015-02-10;"2016-04-18";188170;1;1;1;"2015-02-11";"2015-02-11";1;117;1;1;1;3956748;124010349;2016-04-18;15;1;2015-02-12;9;2015-02-12;0;0;431;0;9;0;1127;0;-431;FALSE
3958190;16204889;1;"modoboa/modoboa-radicale";"Python";2015-02-11;"2017-03-30";188205;1;1;1;"2015-03-18";"2017-03-02";1;288;1;6;2;3958190;216767339;2017-03-30;61;3;2017-03-30;67;2015-03-25;0;0;736;715;57;10;1126;0;0;FALSE
3959092;16245116;4;"mozilla-services/remote-worker-server";"Python";2015-02-12;"2016-08-03";112551;1;1;1;"2015-03-23";"2016-06-28";1;759;1;3;3;3959092;140728832;2016-08-03;55;4;2016-06-28;90;2015-03-23;0;0;499;463;57;33;1125;0;-36;FALSE
3959306;12895540;11;"strassl/Lampshade";"Java";2012-04-27;"2015-03-25";71126;1;1;1;"2015-02-12";"2015-02-12";1;70;1;2;1;3959306;55772407;2015-03-25;237;3;2015-03-19;8;2015-02-12;0;0;41;0;8;0;2146;0;-6;FALSE
3961343;9363461;11;"AccordGroup/MandrillSwiftMailerBundle";"PHP";2014-04-25;"2017-03-17";70670;1;1;1;"2015-02-22";"2015-03-10";1;339;2;2;4;3961343;212191945;2017-03-17;62;12;2017-03-17;49;2015-02-22;0;0;754;16;34;15;1418;0;0;FALSE
3961893;16259620;1;"plumphp/plum-file";"PHP";2015-02-12;"2015-10-25";188302;1;1;1;"2015-02-12";"2015-10-25";1;263;1;3;6;3961893;87347297;2015-10-25;14;1;2015-10-25;20;2015-02-12;0;0;255;255;19;1;1125;0;0;FALSE
3962773;825076;1;"fourier/libspmatrix";"C";2011-08-14;"2015-06-16";158316;1;1;1;"2015-02-12";"2015-02-12";1;15;1;1;2;3962773;67084108;2015-06-16;128;1;2015-06-16;4;2015-02-12;0;0;124;0;4;0;2403;0;0;FALSE
3963941;8478942;9055;"gionkunz/chartist-js";"JavaScript";2014-03-09;"2017-04-11";237;1;1;1;"2014-02-25";"2016-06-22";1;112;2;3;1;3963941;220892407;2017-04-11;936;72;2017-03-21;380;2015-02-12;0;0;789;848;203;177;1465;0;-21;FALSE
3964389;16268219;109;"inonit/drf-haystack";"Python";2015-02-12;"2017-05-31";20817;1;1;1;"2015-02-12";"2017-01-13";1;2325;1;19;21;3964389;237902576;2017-05-31;401;20;2017-05-31;248;2015-02-12;0;0;839;701;214;34;1125;0;0;FALSE
3966227;16274593;1;"omgrr/ScriptBot";"Ruby";2015-02-13;"2015-02-24";188329;1;1;1;"2015-02-12";"2015-02-12";0;1297;1;1;2;3966227;51917184;2015-02-24;31;1;2015-03-31;8;2015-02-13;0;1;11;0;8;0;1124;1;35;TRUE
3967119;16280454;31;"josephspurrier/csrfbanana";"Go";2015-02-13;"2017-03-08";42875;1;1;1;"2015-02-13";"2016-03-31";1;247;1;8;4;3967119;208969643;2017-03-08;24;2;2017-03-08;23;2015-02-13;0;0;754;412;19;4;1124;0;0;FALSE
3967274;16067546;2;"eirka/eirka-get";"Go";2015-02-13;"2015-12-14";148331;1;1;1;"2015-02-13";"2015-02-13";0;104;1;2;2;3967274;96670372;2015-12-14;458;1;2017-03-27;303;2015-02-13;0;1;304;0;303;0;1124;1;469;TRUE
3967275;16067553;1;"eirka/eirka-post";"Go";2015-02-13;"2016-03-07";187972;1;1;1;"2015-02-13";"2016-03-06";0;202;2;10;2;3967275;114163421;2016-03-07;755;1;2016-12-10;373;2015-02-13;0;1;388;387;373;0;1124;1;278;TRUE
3968146;16292418;10;"flipkart-incubator/ranger";"Java";2015-02-13;"2017-03-24";74871;1;1;1;"2015-02-13";"2016-03-10";1;890;1;4;1;3968146;214644762;2017-03-24;73;7;2017-03-24;60;2015-02-13;0;0;770;391;28;32;1124;0;0;FALSE
3968957;16291505;3;"sb0y/QScreenShotter";"C++";2015-02-13;"2016-12-07";126919;1;1;1;"2015-02-13";"2016-11-05";1;117;2;50;1;3968957;182089020;2016-12-07;189;3;2016-12-07;182;2015-02-13;0;0;663;631;182;0;1124;0;0;FALSE
3969638;16290101;6;"xthiago/pdf-version-converter";"PHP";2015-02-13;"2017-05-04";94500;1;1;1;"2015-02-13";"2016-09-24";1;484;1;4;7;3969638;228712203;2017-05-04;33;2;2017-04-23;29;2015-02-13;0;0;811;589;22;7;1124;0;-11;FALSE
3969725;16300380;17;"Stamplay/stamplay-cli";"JavaScript";2015-02-13;"2017-01-23";58102;1;1;1;"2015-02-13";"2016-10-27";1;391;3;5;3;3969725;194620075;2017-01-23;156;5;2016-10-27;185;2015-02-13;0;0;710;622;180;5;1124;0;-88;FALSE
3972911;16312331;28;"pushd/BackgroundUpload-CocoaLumberjack";"Objective-C";2015-02-13;"2015-06-18";45233;1;1;1;"2015-02-13";"2015-02-16";0;82;1;4;1;3972911;67391931;2015-06-18;31;3;2016-02-19;33;2015-02-16;0;1;122;3;33;0;1124;1;246;TRUE
3975420;16316975;1;"bahmutov/commit-survivor";"JavaScript";2015-02-14;"2015-03-17";188399;1;1;1;"2015-03-10";"2015-03-10";1;53;1;2;3;3975420;54756197;2015-03-17;24;1;2015-03-17;5;2015-03-11;0;0;6;0;5;0;1123;0;0;FALSE
3975879;13516218;176;"martanne/dvtm";"C";2014-11-15;"2017-01-05";14979;1;1;1;"2015-02-15";"2015-02-15";1;98;1;1;4;3975879;189272216;2017-01-05;569;27;2017-01-05;55;2015-02-15;0;0;690;0;38;17;1214;0;0;FALSE
3976540;16324804;5;"tanuck/cakephp-markdown";"PHP";2015-02-14;"2017-03-23";102316;1;1;1;"2015-02-15";"2015-03-03";1;179;1;4;4;3976540;214387307;2017-03-23;16;1;2015-03-03;19;2015-02-15;0;0;767;16;16;3;1123;0;-751;FALSE
3978475;16305951;3;"tlksio/libtlks";"JavaScript";2015-02-13;"2016-09-08";126929;1;1;1;"2015-02-27";"2015-06-13";1;113;2;8;1;3978475;158429352;2016-09-08;240;3;2016-09-08;189;2015-02-27;0;0;559;106;188;1;1124;0;0;FALSE
3980078;14807006;2;"propagated/HyveLog";"C#";2015-01-03;"2016-05-19";145130;1;1;1;"2015-02-14";"2015-02-17";1;102;1;2;1;3980078;131518943;2016-05-19;46;2;2016-05-19;15;2015-02-14;0;0;460;3;15;0;1165;0;0;FALSE
3980942;16340019;2;"ahayworth/cta_redux";"Ruby";2015-02-09;"2015-03-02";148561;1;1;1;"2015-02-14";"2015-02-14";1;134;1;3;4;3980942;52821422;2015-03-02;78;1;2015-03-02;36;2015-02-15;0;0;15;0;36;0;1128;0;0;FALSE
3981566;16343231;2;"mikemackintosh/slackdraft";"Ruby";2015-02-15;"2015-07-20";148563;1;1;1;"2015-02-15";"2015-02-15";1;15;1;1;1;3981566;71783670;2015-07-20;25;1;2015-07-20;16;2015-02-15;0;0;155;0;16;0;1122;0;0;FALSE
3981936;16347998;12;"dogenzaka/nihongo";"Go";2015-02-15;"2015-11-05";68875;1;1;1;"2015-02-15";"2015-02-15";1;16;1;3;1;3981936;89471878;2015-11-05;9;2;2015-11-06;10;2015-02-15;0;0;263;0;9;1;1122;0;1;FALSE
3984011;16365745;36;"kevva/wifi-name";"JavaScript";2015-02-15;"2015-10-07";39624;1;1;0;"2015-02-15";"2015-10-07";0;10;1;3;1;3984011;84138772;2015-10-07;42;3;2016-09-06;40;2015-02-15;1;1;234;234;37;3;1122;1;335;TRUE
